B1017	SRS Occupant System Malfunction
B1018	SRS Left Occupant System Malfunction
B1019	Left Occupant Classification System (OCS) Malfunction
B1020	SRS Occupant System Malfunction
B1021	SRS Occupant System Malfunction
B1022	SRS Occupant System Malfunction
B1023	SRS Passenger A/B Indicator Circuit
B1033	Crash Zone Sensor
B1034	Crash Zone Sensor
B1035	Crash Zone Sensor
B1049	SRS Driver Airbag Module
B1050	SRS Driver Airbag Module
B1051	SRS Driver Airbag Module
B1052	SRS Driver Airbag Module
B1054	SRS Driver Airbag Module
B1055	SRS Driver Airbag Module
B1056	SRS Driver Airbag Module
B1057	SRS Driver Airbag Module
B1065	SRS Passenger Airbag Assist A/B Module Circuit
B1066	SRS Passenger Airbag Assist A/B Module Circuit
B1067	SRS Passenger Airbag Assist A/B Module Circuit
B1068	SRS Passenger Airbag Assist A/B Module Circuit
B1070	SRS Passenger Airbag Assist A/B Module Circuit
B1071	SRS Passenger Airbag Assist A/B Module Circuit
B1072	SRS Passenger Airbag Assist A/B Module Circuit
B1073	SRS Passenger Airbag Assist A/B Module Circuit
B1081	RF Seat Belt Pre-Tensioner Circuit
B1082	RF Seat Belt Pre-Tensioner
B1083	RF Seat Belt Pre-Tensioner Circuit
B1084	RF Seat Belt Pre-Tensioner Circuit
B1086	LF Seat Belt Pre-Tensioner Circuit
B1087	LF Seat Belt Pre-Tensioner Circuit
B1088	LF Seat Belt Pre-Tensioner Circuit
B1089	LF Seat Belt Pre-Tensioner Circuit
B1113	SRS Right Airbag (Satellite) Sensor
B1114	SRS Right Airbag (Satellite) Sensor
B1115	SRS Right Airbag (Satellite) Sensor Communication
B1118	SRS Left Airbag (Satellite) Sensor
B1119	SRS Left Airbag (Sateliite) Sensor
B1120	SRS Left Airbag (Satellite) Sensor
B1129	SRS RF Side Airbag Module Circuit
B1130	SRS RF Side Airbag Module Circuit
B1131	SRS RF Side Airbag Module Circuit
B1132	SRS RF Side Airbag Module
B1134	SRS Left Front Side Airbag Module
B1135	SRS LF Side Airbag Module
B1136	SRS LF Side Airbag Module
B1137	LF Side Airbag Module
B1145	Right Curtain Airbag Circuit
B1146	Right Curtain Airbag Circuit
B1147	Right Curtain Airbag Circuit
B1148	Right Curtain Airbag Module Circuit
B1150	SRS Left Side Curtain Airbag Module Circuit
B1151	SRS Left Side Curtain Airbag Module Circuit
B1152	SRS Left Curtain Airbag Module Circuit
B1153	SRS Left Curtain Airbag Module Circuit
B1177	RF Seat Belt Pre-Tensioner Circuit Open
B1178	RF Seat Belt Pre-Tensioner Circuit Short
B1179	RF Seat Belt Pre-Tensioner Circuit Short
B1180	RF Seat Belt Pre-Tensioner Circuits Shorted
B1193	RF Curtain Airbag Module Circuit Open
B1194	RF Curtain Airbag Module Circuit Short
B1195	RF Curtain Airbag Module Circuit Short
B1196	LF Curtain Airbag Module Circuits Shorted
B1198	LF Curtain Airbag Module Circuit Open
B1199	LF Curtain Airbag Module Circuit Short
B1200	LF Curtain Airbag Module Circuit Short
B1201	LF Curtain Airbag Module Circuits Shorted
B1209	SRS Components Deployed - Frontal Collision
B1210	SRS Side and/or Curtain Airbag(s) Deployed
B1211	Rollover Detection
B2013	"DTC Detection Logic: ID Discord IMMU-STRG or I-KEY- STRG"
B2014	DTC Detection Logic (Steering): Chain of STRG-IMMU
B2098	DTC Detection Logic (Ignition Relay On)
B2099	DTC Detection Logic (Ignition Relay Off)
B2108	DTC Detection Logic (Steering Lock Relay On)
B2109	DTC Detection Logic (Steering Lock Relay Off)
B210A	DTC Detection Logic (Steering Lock State)
B210B	DTC Detection Logic (Starter Control Relay On)
B210C	DTC Detection Logic (Starter Control Relay Off)
B210D	DTC Detection Logic (Starter Relay On)
B210E	DTC Detection Logic (Starter Relay Off)
B210F	DTC Detection Logic (Interlock/PNP Switch On)
B2110	DTC Detection Logic (Interlock/PNP Switch)
B2190	DTC Detection Logic (Anti-Theft Antenna Amp)
B2191	DTC Detection Logic (Detection of Key)
B2192	DTC Detection Logic (ID Discord, IMMU-ECM)
B2193	DTC Detection Logic (Chain of ECM-IMMU)
B2194	ID Discord - IMMU-I-KEY
B2195	DTC Detection Logic (Chain of ECM-IMMU)
B2205	Vehicle Speed Circuit
B2552	Intelligent Key Unit
B2553	Ignition Relay
B2555	DTC Detection Logic (Stop Lamp)
B2556	PUSH-BUTTON IGNITION SWITCH
B2557	VEHICLE SPEED
B2560	DTC Detection Logic (Starter Control Relay)
B2562	Low Voltage
B2563	BCM High Voltage
B2578	A/C In-Car Sensor Circuit
B2579	In-Car Sensor Circuit
B257B	Ambient Temperature Sensor Circuit
B257C	Ambient Temperature Sensor Circuit
B2581	A/C Evaporator Temperature Sensor
B2582	A/C Evaporator Temperature Sensor
B2590	ID Discord - BCM-I-KEY
B2601	Shift Position
B2602	Shift Position
B2603	Shift Position Status
B2604	Transmission Range, Shift Position or PNP Switch
B2605	Transmission Range, Shift Position or PNP Switch
B2606	Steering Lock Relay
B2607	Steering Lock Relay
B2608	Starter Relay
B2609	Steering Status
B260A	Ignition Relay
B260B	Steering Lock Unit
B260C	Steering Lock Unit
B260D	Steering Lock Unit
