B0000	ISO/SAE Reserved
B0006	ISO/SAE Reserved
B0007	ISO/SAE Reserved
B0008	ISO/SAE Reserved
B0009	ISO/SAE Reserved
B000A	ISO/SAE Reserved
B000B	ISO/SAE Reserved
B000C	ISO/SAE Reserved
B000D	ISO/SAE Reserved
B000E	ISO/SAE Reserved
B000F	ISO/SAE Reserved
B0014	ISO/SAE Reserved
B0015	ISO/SAE Reserved
B0016	ISO/SAE Reserved
B0017	ISO/SAE Reserved
B0018	ISO/SAE Reserved
B0019	ISO/SAE Reserved
B001A	ISO/SAE Reserved
B001B	ISO/SAE Reserved
B001C	ISO/SAE Reserved
B001D	ISO/SAE Reserved
B001E	ISO/SAE Reserved
B001F	ISO/SAE Reserved
B0023	ISO/SAE Reserved
B0024	ISO/SAE Reserved
B0025	ISO/SAE Reserved
B0026	ISO/SAE Reserved
B0027	ISO/SAE Reserved
B002A	Right Curtain Deployment Control 2 (Subfault)
B002B	ISO/SAE Reserved
B002C	ISO/SAE Reserved
B002D	ISO/SAE Reserved
B002E	ISO/SAE Reserved
B002F	ISO/SAE Reserved
B0034	ISO/SAE Reserved
B0035	ISO/SAE Reserved
B0036	ISO/SAE Reserved
B0037	ISO/SAE Reserved
B003C	ISO/SAE Reserved
B003D	ISO/SAE Reserved
B003E	ISO/SAE Reserved
B003F	ISO/SAE Reserved
B0044	ISO/SAE Reserved
B0045	ISO/SAE Reserved
B0046	ISO/SAE Reserved
B0047	ISO/SAE Reserved
B0048	Third Row Right Side Airbag Deployment Control (Subfault)
B0049	Third Row Right Frontal Stage 1 Deployment Control (Subfault)
B004A	Third Row Right Frontal Stage 2 Deployment Control (Subfault)
B004B	Third Row Right Frontal Stage 3 Deployment Control (Subfault)
B004C	ISO/SAE Reserved
B004D	ISO/SAE Reserved
B004E	ISO/SAE Reserved
B004F	ISO/SAE Reserved
B0054	Second Row Center Seatbelt Sensor (Subfault)
B0055	Second Row Right Seatbelt Sensor (Subfault)
B0056	Third Row Left Seatbelt Sensor (Subfault)
B005A	ISO/SAE Reserved
B005B	ISO/SAE Reserved
B005C	ISO/SAE Reserved
B005D	ISO/SAE Reserved
B005E	ISO/SAE Reserved
B005F	ISO/SAE Reserved
B0063	ISO/SAE Reserved
B0064	ISO/SAE Reserved
B0065	ISO/SAE Reserved
B0066	ISO/SAE Reserved
B0067	ISO/SAE Reserved
B0068	ISO/SAE Reserved
B0069	ISO/SAE Reserved
B006A	ISO/SAE Reserved
B006B	ISO/SAE Reserved
B006C	ISO/SAE Reserved
B006D	ISO/SAE Reserved
B006E	ISO/SAE Reserved
B006F	ISO/SAE Reserved
B0073	Second Row Left Seatbelt Pretensioner Deployment Control (Subfault)
B0075	Second Row Right Seatbelt Pretensioner Deployment Control (Subfault)
B0076	Third Row Left Seatbelt Pretensioner Deployment Control (Subfault)
B007A	Passenger Seatbelt Pretensioner B Deployment Control (Subfault)
B007B	Second Row Left Seatbelt Pretensioner B Deployment Control (Subfault)
B007C	Second Row Right Seatbelt Pretensioner B Deployment Control (Subfault)
B007D	Second Row Center Seatbelt Pretensioner B Deployment Control (Subfault)
B0089	ISO/SAE Reserved
B008A	ISO/SAE Reserved
B008B	ISO/SAE Reserved
B008C	ISO/SAE Reserved
B008D	ISO/SAE Reserved
B008E	ISO/SAE Reserved
B008F	ISO/SAE Reserved
B0090	Left Frontal Restraints Sensor (Subfault)
B0091	Left Side Restraints Sensor 1 (Subfault)
B0092	Left Side Restraints Sensor 2 (Subfault)
B0093	Left Side Restraints Sensor 3 (Subfault)
B009B	Left Side Restraints Sensor 5 (Subfault)
B009C	Left Side Restraints Sensor 6 (Subfault)
B009E	Right Side Restraints Sensor 5 (Subfault)
B00A1	Occupant Position System (Subfault)
B00A2	ISO/SAE Reserved
B00A3	ISO/SAE Reserved
B00A4	ISO/SAE Reserved
B00A5	ISO/SAE Reserved
B00A6	ISO/SAE Reserved
B00A7	ISO/SAE Reserved
B00A8	ISO/SAE Reserved
B00A9	ISO/SAE Reserved
B00AA	ISO/SAE Reserved
B00AB	ISO/SAE Reserved
B00AC	ISO/SAE Reserved
B00AD	ISO/SAE Reserved
B00AE	ISO/SAE Reserved
B00AF	ISO/SAE Reserved
B00B0	Driver Seat Occupant Classification Sensor A (Subfault)
B00B1	Driver Seat Occupant Classification Sensor B (Subfault)
B00B2	Driver Seat Occupant Classification Sensor C (Subfault)
B00B3	Driver Seat Occupant Classification Sensor D (Subfault)
B00B4	Driver Seat Occupant Classification Sensor E (Subfault)
B00B6	Driver Seat Recline Position Restraints Sensor (Subfault)
B00B7	Driver Seat Occupant Position Sensor A (Subfault)
B00B8	Driver Seat Occupant Position Sensor B (Subfault)
B00B9	Driver Seat Occupant Position Sensor C (Subfault)
B00BA	Driver Seat Occupant Position Sensor D (Subfault)
B00BB	Driver Seat Occupant Position Sensor E (Subfault)
B00BC	ISO/SAE Reserved
B00BD	ISO/SAE Reserved
B00BE	ISO/SAE Reserved
B00BF	ISO/SAE Reserved
B00C2	Passenger Seat Occupant Classification Sensor C (Subfault)
B00C3	Passenger Seat Occupant Classification Sensor D (Subfault)
B00C4	Passenger Seat Occupant Classification Sensor E (Subfault)
